event_id,customer_id,customer_name,city,failure_type,sub_reason,amount_inr,currency,failed_at,detected_at,contact_channel_pref,language_pref,prior_attempts,risk_score,phone_masked,do_not_disturb_hours,recoverability_score,urgency,failure_category,is_recoverable,action,channel_selected,reason_string,stopping_rule_triggered,recommended_delay_mins,script_template_key,tool_execution_status,tool_output_details,outcome_status,is_recovered,amount_recovered_inr,intervention_cost_inr,net_gain_inr,recovery_probability
evt_3047e,cust_1f8b,Ananya Kapoor,Delhi,abandoned_checkout,payment_page_drop,1368.78,INR,2026-08-25T10:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0,0.68,+91-XXXXX-16743,22:00-08:00 IST,0.51,MEDIUM,CHECKOUT_ABANDONED,True,NUDGE_SMS,sms,Recoverable CHECKOUT_ABANDONED (payment_page_drop). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.51.,,120,nudge_payment_page_drop,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Ananya Kapoor"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Ananya Kapoor, \u0906\u092a\u0915\u093e \u20b91,368.78 \u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u092a\u0942\u0930\u093e \u0928\u0939\u0940\u0902 \u0939\u094b \u0938\u0915\u093e\u0964 \u0915\u0943\u092a\u092f\u093e \u092f\u0942\u092a\u0940\u0906\u0908 \u092f\u093e \u0915\u093e\u0930\u094d\u0921 \u0938\u0947 \u092a\u0941\u0928\u0903 \u092a\u094d\u0930\u092f\u093e\u0938 \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_30"", ""payment_link"": ""https://rzp.io/l/rec_evt_30"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.222
evt_620c1,cust_17e7,Pooja Desai,Indore,abandoned_checkout,otp_abandon,6104.94,INR,2026-08-26T06:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,1,0.63,+91-XXXXX-83526,22:00-08:00 IST,0.42,HIGH,CHECKOUT_ABANDONED,True,NUDGE_WHATSAPP,whatsapp,Recoverable CHECKOUT_ABANDONED (otp_abandon). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.42.,,0,nudge_otp_abandon,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Pooja Desai"", ""language"": ""hinglish"", ""message_body"": ""Hi Pooja Desai, aapka checkout incomplete tha (\u20b96,104.94). Don't worry, aapka cart saved hai! Complete payment in 1-click: https://rzp.io/l/rec_evt_62"", ""payment_link"": ""https://rzp.io/l/rec_evt_62"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.274
evt_dce07,cust_596,Diya Shah,Mumbai,failed_payment,insufficient_funds,4462.42,INR,2026-08-28T02:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.1,+91-XXXXX-14018,22:00-08:00 IST,0.83,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.83.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Diya Shah"", ""language"": ""hinglish"", ""message_body"": ""Hi Diya Shah, aapka \u20b94,462.42 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_dc"", ""payment_link"": ""https://rzp.io/l/rec_evt_dc"", ""estimated_cost_inr"": 0.05}",RECOVERED_SUCCESS,True,4462.42,0.05,4462.37,0.372
evt_2fe76,cust_25db,Deepak Vera,Kolkata,subscription_lapse,card_expired,1901.55,INR,2026-08-27T11:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,2,0.67,+91-XXXXX-16522,22:00-08:00 IST,0.37,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.37.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Deepak Vera"", ""language"": ""hinglish"", ""message_body"": ""Hi Deepak Vera, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_2f"", ""payment_link"": ""https://rzp.io/l/rec_evt_2f"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.213
evt_c4f33,cust_920,Rahul Kumar,Chandigarh,subscription_lapse,card_expired,2582.1,INR,2026-08-26T16:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.17,+91-XXXXX-79066,22:00-08:00 IST,0.77,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.77.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Rahul Kumar"", ""language"": ""hinglish"", ""message_body"": ""Hi Rahul Kumar, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_c4"", ""payment_link"": ""https://rzp.io/l/rec_evt_c4"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.444
evt_c3333,cust_17a5,Priya Malhotra,Kolkata,failed_payment,bank_decline,2588.68,INR,2026-08-29T05:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.14,+91-XXXXX-33028,22:00-08:00 IST,0.72,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.72.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_c3333"", ""amount"": 2588.68, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 200, ""gateway_status"": ""captured"", ""reason"": ""Payment captured successfully""}, ""estimated_cost_inr"": 0.0}",RECOVERED_SUCCESS,True,2588.68,0.0,2588.68,0.732
evt_397c5,cust_1c3d,Kiara Malhotra,Jaipur,abandoned_checkout,payment_page_drop,12583.47,INR,2026-08-27T15:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.06,+91-XXXXX-85156,22:00-08:00 IST,0.64,MEDIUM,CHECKOUT_ABANDONED,True,NUDGE_WHATSAPP,whatsapp,Recoverable CHECKOUT_ABANDONED (payment_page_drop). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.64.,,120,nudge_payment_page_drop,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Kiara Malhotra"", ""language"": ""english"", ""message_body"": ""Hi Kiara Malhotra, your payment of \u20b912,583.47 could not be processed. Retry instantly using your preferred payment mode: https://rzp.io/l/rec_evt_39"", ""payment_link"": ""https://rzp.io/l/rec_evt_39"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,12583.47,0.5,12582.97,0.399
evt_7ff24,cust_1ea3,Myra Desai,Kolkata,failed_payment,insufficient_funds,14509.9,INR,2026-08-29T14:00:00Z,2026-08-31T10:00:00Z,voice,hindi,1,0.37,+91-XXXXX-87184,22:00-08:00 IST,0.63,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹14,509.90), or explicit channel preference. Recoverability=0.63.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Myra Desai ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 14,509.90 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_7f"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.499
evt_7eede,cust_2570,Rohan Vera,Pune,abandoned_checkout,genuine_abandonment,8111.24,INR,2026-08-27T20:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,1,0.24,+91-XXXXX-94599,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.01, PriorAttempts=1, RiskScore=0.24.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_e9104,cust_d5b,Saanvi Desai,Delhi,failed_payment,insufficient_funds,3360.44,INR,2026-08-29T18:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0,0.55,+91-XXXXX-68838,22:00-08:00 IST,0.74,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹3,360.44), or explicit channel preference. Recoverability=0.74.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Saanvi Desai ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 3,360.44 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_e9"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,3360.44,3.5,3356.94,0.645
evt_c6c8c,cust_1897,Ishaan Patel,Ahmedabad,failed_payment,insufficient_funds,7299.36,INR,2026-08-28T04:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0,0.08,+91-XXXXX-47627,22:00-08:00 IST,0.83,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹7,299.36), or explicit channel preference. Recoverability=0.83.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Ishaan Patel ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 7,299.36 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_c6"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.692
evt_2c0ea,cust_9af,Diya Verma,Jaipur,subscription_lapse,card_expired,2474.21,INR,2026-08-25T12:00:00Z,2026-08-31T10:00:00Z,email,hindi,0,0.37,+91-XXXXX-75715,22:00-08:00 IST,0.73,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.73.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Diya Verma"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Diya Verma, \u0915\u093e\u0930\u094d\u0921 \u090f\u0915\u094d\u0938\u092a\u093e\u092f\u0930 \u0939\u094b\u0928\u0947 \u0915\u0947 \u0915\u093e\u0930\u0923 \u0906\u092a\u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u0905\u0938\u092b\u0932 \u0930\u0939\u093e\u0964 \u0938\u0947\u0935\u093e\u0913\u0902 \u0915\u094b \u091c\u093e\u0930\u0940 \u0930\u0916\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u0930\u094d\u0921 \u0935\u093f\u0935\u0930\u0923 \u0905\u092a\u0921\u0947\u091f \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_2c"", ""payment_link"": ""https://rzp.io/l/rec_evt_2c"", ""estimated_cost_inr"": 0.05}",FAILED_TO_RECOVER,False,0.0,0.05,-0.05,0.344
evt_3f08d,cust_7dd,Suresh Desai,Chennai,overdue_invoice,forgotten,21806.08,INR,2026-08-29T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,3,0.58,+91-XXXXX-60779,22:00-08:00 IST,0.13,HIGH,B2B_INVOICE_PENDING,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.13, PriorAttempts=3, RiskScore=0.58.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_810f1,cust_198f,Diya Nair,Chandigarh,failed_payment,bank_decline,10704.83,INR,2026-08-27T21:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,0,0.6,+91-XXXXX-53694,22:00-08:00 IST,0.63,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.63.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_810f1"", ""amount"": 10704.83, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 200, ""gateway_status"": ""captured"", ""reason"": ""Payment captured successfully""}, ""estimated_cost_inr"": 0.0}",FAILED_TO_RECOVER,False,0.0,0.0,0.0,0.678
evt_2d475,cust_cf5,Pooja Reddy,Chandigarh,overdue_invoice,cash_flow_delay,170601.76,INR,2026-08-30T00:00:00Z,2026-08-31T10:00:00Z,sms,english,0,0.18,+91-XXXXX-99838,22:00-08:00 IST,0.56,CRITICAL,B2B_INVOICE_PENDING,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (CRITICAL), transaction value (₹170,601.76), or explicit channel preference. Recoverability=0.56.",,5,voice_cash_flow_delay,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Pooja Reddy, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 170,601.76."", ""payment_link"": ""https://rzp.io/l/rec_evt_2d"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for cash_flow_delay.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,170601.76,3.5,170598.26,0.551
evt_9f2bb,cust_9e3,Riya Pillai,Chennai,failed_payment,insufficient_funds,5757.67,INR,2026-08-29T11:00:00Z,2026-08-31T10:00:00Z,email,hinglish,1,0.12,+91-XXXXX-23256,22:00-08:00 IST,0.68,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.68.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Riya Pillai"", ""language"": ""hinglish"", ""message_body"": ""Hi Riya Pillai, aapka \u20b95,757.67 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_9f"", ""payment_link"": ""https://rzp.io/l/rec_evt_9f"", ""estimated_cost_inr"": 0.05}",FAILED_TO_RECOVER,False,0.0,0.05,-0.05,0.281
evt_9a61f,cust_2673,Amit Nair,Chandigarh,subscription_lapse,card_expired,4418.92,INR,2026-08-30T00:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0,0.29,+91-XXXXX-15726,22:00-08:00 IST,0.74,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.74.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Amit Nair"", ""language"": ""hinglish"", ""message_body"": ""Hi Amit Nair, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_9a"", ""payment_link"": ""https://rzp.io/l/rec_evt_9a"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.273
evt_81980,cust_1b38,Saanvi Kumar,Indore,subscription_lapse,card_expired,3835.99,INR,2026-08-26T15:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,3,0.32,+91-XXXXX-84766,22:00-08:00 IST,0.29,HIGH,RECOVERABLE_PAYMENT_METHOD,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.29, PriorAttempts=3, RiskScore=0.32.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_8934f,cust_2174,Myra Vera,Jaipur,abandoned_checkout,otp_abandon,11047.28,INR,2026-08-29T16:00:00Z,2026-08-31T10:00:00Z,voice,english,0,0.14,+91-XXXXX-23446,22:00-08:00 IST,0.67,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹11,047.28), or explicit channel preference. Recoverability=0.67.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Myra Vera, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 11,047.28."", ""payment_link"": ""https://rzp.io/l/rec_evt_89"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.608
evt_ce885,cust_24ec,Ananya Reddy,Bangalore,subscription_lapse,mandate_revoked,1220.57,INR,2026-08-26T14:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.38,+91-XXXXX-13495,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.01, PriorAttempts=0, RiskScore=0.38.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_82a0a,cust_750,Arjun Pillai,Chennai,failed_payment,insufficient_funds,6099.41,INR,2026-08-30T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,2,0.34,+91-XXXXX-47601,22:00-08:00 IST,0.48,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.48.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Arjun Pillai"", ""language"": ""hinglish"", ""message_body"": ""Hi Arjun Pillai, aapka \u20b96,099.41 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_82"", ""payment_link"": ""https://rzp.io/l/rec_evt_82"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,6099.41,0.5,6098.91,0.24
evt_ecd54,cust_2224,Vikram Bansal,Ahmedabad,failed_payment,bank_decline,1152.28,INR,2026-08-30T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.58,+91-XXXXX-41147,22:00-08:00 IST,0.63,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.63.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_ecd54"", ""amount"": 1152.28, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 400, ""gateway_status"": ""failed"", ""reason"": ""Issuer bank still unresponsive""}, ""estimated_cost_inr"": 0.0}",RECOVERED_SUCCESS,True,1152.28,0.0,1152.28,0.678
evt_65823,cust_bb4,Priya Malhotra,Kolkata,failed_payment,bank_decline,24023.07,INR,2026-08-26T12:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.24,+91-XXXXX-48177,22:00-08:00 IST,0.7,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.7.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_65823"", ""amount"": 24023.07, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 200, ""gateway_status"": ""captured"", ""reason"": ""Payment captured successfully""}, ""estimated_cost_inr"": 0.0}",RECOVERED_SUCCESS,True,24023.07,0.0,24023.07,0.72
evt_864c9,cust_401,Diya Kapoor,Hyderabad,abandoned_checkout,payment_page_drop,6539.65,INR,2026-08-30T12:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,3,0.24,+91-XXXXX-71621,22:00-08:00 IST,0.15,MEDIUM,CHECKOUT_ABANDONED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.15, PriorAttempts=3, RiskScore=0.24.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_238f1,cust_1caa,Pooja Shah,Lucknow,failed_payment,insufficient_funds,5677.86,INR,2026-08-30T16:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,1,0.32,+91-XXXXX-81567,22:00-08:00 IST,0.64,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.64.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Pooja Shah"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Pooja Shah, \u0906\u092a\u0915\u093e \u20b95,677.86 \u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u092a\u0942\u0930\u093e \u0928\u0939\u0940\u0902 \u0939\u094b \u0938\u0915\u093e\u0964 \u0915\u0943\u092a\u092f\u093e \u092f\u0942\u092a\u0940\u0906\u0908 \u092f\u093e \u0915\u093e\u0930\u094d\u0921 \u0938\u0947 \u092a\u0941\u0928\u0903 \u092a\u094d\u0930\u092f\u093e\u0938 \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_23"", ""payment_link"": ""https://rzp.io/l/rec_evt_23"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.339
evt_6f150,cust_f1c,Suresh Bansal,Chandigarh,failed_payment,insufficient_funds,12266.72,INR,2026-08-30T17:00:00Z,2026-08-31T10:00:00Z,voice,english,0,0.12,+91-XXXXX-50642,22:00-08:00 IST,0.83,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹12,266.72), or explicit channel preference. Recoverability=0.83.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Suresh Bansal, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 12,266.72."", ""payment_link"": ""https://rzp.io/l/rec_evt_6f"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,12266.72,3.5,12263.22,0.692
evt_9c5a2,cust_1d64,Kiara Bansal,Pune,failed_payment,insufficient_funds,11422.72,INR,2026-08-29T09:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.28,+91-XXXXX-62431,22:00-08:00 IST,0.79,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.79.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Kiara Bansal"", ""language"": ""english"", ""message_body"": ""Hi Kiara Bansal, your payment of \u20b911,422.72 could not be processed. Retry instantly using your preferred payment mode: https://rzp.io/l/rec_evt_9c"", ""payment_link"": ""https://rzp.io/l/rec_evt_9c"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,11422.72,0.5,11422.22,0.451
